Date,City,Value
01/06/2019,Gampaha,890
01/07/2019,Gampaha,1760
01/08/2019,Gampaha,2059
01/09/2019,Gampaha,1515
01/10/2019,Gampaha,2070
01/11/2019,Gampaha,3154
01/12/2019,Gampaha,2426
01/01/2019,Kalutara,372
01/02/2019,Kalutara,202
01/03/2019,Kalutara,250
01/04/2019,Kalutara,219
01/05/2019,Kalutara,384
01/06/2019,Kalutara,749
01/07/2019,Kalutara,1136
01/08/2019,Kalutara,1095
01/09/2019,Kalutara,737
01/10/2019,Kalutara,988
01/11/2019,Kalutara,1310
01/12/2019,Kalutara,953
01/01/2019,Kandy,288
01/02/2019,Kandy,229
01/03/2019,Kandy,231
01/04/2019,Kandy,192
01/05/2019,Kandy,296
01/06/2019,Kandy,289
01/07/2019,Kandy,515
01/08/2019,Kandy,677
01/09/2019,Kandy,784
01/10/2019,Kandy,1502
01/11/2019,Kandy,2444
01/12/2019,Kandy,1493
01/01/2019,Matale,62
01/02/2019,Matale,54
01/03/2019,Matale,58
01/04/2019,Matale,17
01/05/2019,Matale,30
01/06/2019,Matale,54
01/07/2019,Matale,60
01/08/2019,Matale,73
01/09/2019,Matale,62
01/10/2019,Matale,275
01/11/2019,Matale,902
01/12/2019,Matale,798
01/01/2019,N eliya,26
01/02/2019,N eliya,17
01/03/2019,N eliya,12
01/04/2019,N eliya,7
01/05/2019,N eliya,19
01/06/2019,N eliya,22
01/07/2019,N eliya,33
01/08/2019,N eliya,31
01/09/2019,N eliya,32
01/10/2019,N eliya,52
01/11/2019,N eliya,97
01/12/2019,N eliya,90
01/01/2019,Galle,132
01/02/2019,Galle,123
01/03/2019,Galle,156
01/04/2019,Galle,207
01/05/2019,Galle,772
01/06/2019,Galle,1155
01/07/2019,Galle,1055
01/08/2019,Galle,956
01/09/2019,Galle,470
01/10/2019,Galle,536
01/11/2019,Galle,993
01/12/2019,Galle,823
01/01/2019,Hambantota,140
01/02/2019,Hambantota,91
01/03/2019,Hambantota,80
01/04/2019,Hambantota,81
01/05/2019,Hambantota,109
01/06/2019,Hambantota,124
01/07/2019,Hambantota,272
01/08/2019,Hambantota,271
01/09/2019,Hambantota,199
01/10/2019,Hambantota,224
01/11/2019,Hambantota,263
01/12/2019,Hambantota,195
01/01/2019,Matara,219
01/02/2019,Matara,133
01/03/2019,Matara,101
01/04/2019,Matara,106
01/05/2019,Matara,130
01/06/2019,Matara,291
01/07/2019,Matara,583
01/08/2019,Matara,717
01/09/2019,Matara,383
01/10/2019,Matara,493
01/11/2019,Matara,543
01/12/2019,Matara,355
01/01/2019,Jaffna,900
01/02/2019,Jaffna,454
01/03/2019,Jaffna,268
01/04/2019,Jaffna,161
01/05/2019,Jaffna,123
01/06/2019,Jaffna,59
01/07/2019,Jaffna,90
01/08/2019,Jaffna,110
01/09/2019,Jaffna,154
01/10/2019,Jaffna,538
01/11/2019,Jaffna,2641
01/12/2019,Jaffna,2763
01/01/2019,Killinochchi,34
01/02/2019,Killinochchi,23
01/03/2019,Killinochchi,16
01/04/2019,Killinochchi,11
01/05/2019,Killinochchi,12
01/06/2019,Killinochchi,9
01/07/2019,Killinochchi,11
01/08/2019,Killinochchi,5
01/09/2019,Killinochchi,13
01/10/2019,Killinochchi,22
01/11/2019,Killinochchi,99
01/12/2019,Killinochchi,141
01/01/2019,Mannar,27
01/02/2019,Mannar,16
01/03/2019,Mannar,14
01/04/2019,Mannar,9
01/05/2019,Mannar,6
01/06/2019,Mannar,3
01/07/2019,Mannar,1
01/08/2019,Mannar,2
01/09/2019,Mannar,1
01/10/2019,Mannar,22
01/11/2019,Mannar,40
01/12/2019,Mannar,130
01/01/2019,Vauniya,41
01/02/2019,Vauniya,44
01/03/2019,Vauniya,57
01/04/2019,Vauniya,16
01/05/2019,Vauniya,15
01/06/2019,Vauniya,11
01/07/2019,Vauniya,17
01/08/2019,Vauniya,15
01/09/2019,Vauniya,28
01/10/2019,Vauniya,60
01/11/2019,Vauniya,262
01/12/2019,Vauniya,306
01/01/2019,Mulative,47
01/02/2019,Mulative,31
01/03/2019,Mulative,12
01/04/2019,Mulative,3
01/05/2019,Mulative,10
01/06/2019,Mulative,1
01/07/2019,Mulative,10
01/08/2019,Mulative,7
01/09/2019,Mulative,1
01/10/2019,Mulative,18
01/11/2019,Mulative,56
01/12/2019,Mulative,72
01/01/2019,Battocolo,191
01/02/2019,Battocolo,195
01/03/2019,Battocolo,218
01/04/2019,Battocolo,128
01/05/2019,Battocolo,101
01/06/2019,Battocolo,74
01/07/2019,Battocolo,84
01/08/2019,Battocolo,96
01/09/2019,Battocolo,66
01/10/2019,Battocolo,164
01/11/2019,Battocolo,511
01/12/2019,Battocolo,1020
01/01/2019,Ampara,25
01/02/2019,Ampara,18
01/03/2019,Ampara,37
01/04/2019,Ampara,12
01/05/2019,Ampara,11
01/06/2019,Ampara,24
01/07/2019,Ampara,26
01/08/2019,Ampara,33
01/09/2019,Ampara,24
01/10/2019,Ampara,37
01/11/2019,Ampara,60
01/12/2019,Ampara,81
01/01/2019,Trincomalee,157
01/02/2019,Trincomalee,106
01/03/2019,Trincomalee,164
01/04/2019,Trincomalee,148
01/05/2019,Trincomalee,108
01/06/2019,Trincomalee,97
01/07/2019,Trincomalee,105
01/08/2019,Trincomalee,52
01/09/2019,Trincomalee,45
01/10/2019,Trincomalee,85
01/11/2019,Trincomalee,536
01/12/2019,Trincomalee,1366
01/01/2019,Kurunegala,215
01/02/2019,Kurunegala,147
01/03/2019,Kurunegala,148
01/04/2019,Kurunegala,119
01/05/2019,Kurunegala,121
01/06/2019,Kurunegala,134
01/07/2019,Kurunegala,259
01/08/2019,Kurunegala,263
01/09/2019,Kurunegala,195
01/10/2019,Kurunegala,350
01/11/2019,Kurunegala,612
01/12/2019,Kurunegala,655
01/01/2019,Puttalama,79
01/02/2019,Puttalama,60
01/03/2019,Puttalama,52
01/04/2019,Puttalama,29
01/05/2019,Puttalama,33
01/06/2019,Puttalama,92
01/07/2019,Puttalama,137
01/08/2019,Puttalama,150
01/09/2019,Puttalama,159
01/10/2019,Puttalama,355
01/11/2019,Puttalama,624
01/12/2019,Puttalama,487
01/01/2019,Anuradapura,64
01/02/2019,Anuradapura,53
01/03/2019,Anuradapura,51
01/04/2019,Anuradapura,34
01/05/2019,Anuradapura,36
01/06/2019,Anuradapura,62
01/07/2019,Anuradapura,78
01/08/2019,Anuradapura,103
01/09/2019,Anuradapura,54
01/10/2019,Anuradapura,105
01/11/2019,Anuradapura,254
01/12/2019,Anuradapura,270
01/01/2019,Polonnaruwa,39
01/02/2019,Polonnaruwa,19
01/03/2019,Polonnaruwa,25
01/04/2019,Polonnaruwa,21
01/05/2019,Polonnaruwa,23
01/06/2019,Polonnaruwa,40
01/07/2019,Polonnaruwa,49
01/08/2019,Polonnaruwa,43
01/09/2019,Polonnaruwa,36
01/10/2019,Polonnaruwa,51
01/11/2019,Polonnaruwa,108
01/12/2019,Polonnaruwa,107
01/01/2019,Badulla,79
01/02/2019,Badulla,68
01/03/2019,Badulla,73
01/04/2019,Badulla,45
01/05/2019,Badulla,41
01/06/2019,Badulla,88
01/07/2019,Badulla,113
01/08/2019,Badulla,144
01/09/2019,Badulla,126
01/10/2019,Badulla,230
01/11/2019,Badulla,490
01/12/2019,Badulla,425
01/01/2019,Monaragala,60
01/02/2019,Monaragala,38
01/03/2019,Monaragala,49
01/04/2019,Monaragala,39
01/05/2019,Monaragala,29
01/06/2019,Monaragala,59
01/07/2019,Monaragala,48
01/08/2019,Monaragala,11
01/09/2019,Monaragala,0
01/10/2019,Monaragala,0
01/11/2019,Monaragala,0
01/12/2019,Monaragala,0
01/01/2019,Rathnapura,177
01/02/2019,Rathnapura,165
01/03/2019,Rathnapura,210
01/04/2019,Rathnapura,176
01/05/2019,Rathnapura,235
01/06/2019,Rathnapura,347
01/07/2019,Rathnapura,354
01/08/2019,Rathnapura,439
01/09/2019,Rathnapura,415
01/10/2019,Rathnapura,425
01/11/2019,Rathnapura,687
01/12/2019,Rathnapura,456
01/01/2019,Kegalla,150
01/02/2019,Kegalla,98
01/03/2019,Kegalla,109
01/04/2019,Kegalla,90
01/05/2019,Kegalla,114
01/06/2019,Kegalla,171
01/07/2019,Kegalla,215
01/08/2019,Kegalla,258
01/09/2019,Kegalla,317
01/10/2019,Kegalla,332
01/11/2019,Kegalla,494
01/12/2019,Kegalla,368
01/01/2019,Kalminai,107
01/02/2019,Kalminai,94
01/03/2019,Kalminai,115
01/04/2019,Kalminai,92
01/05/2019,Kalminai,67
01/06/2019,Kalminai,48
01/07/2019,Kalminai,29
01/08/2019,Kalminai,33
01/09/2019,Kalminai,29
01/10/2019,Kalminai,46
01/11/2019,Kalminai,372
01/12/2019,Kalminai,497
01/01/2020,Colombo,1693
01/02/2020,Colombo,767
01/03/2020,Colombo,235
01/04/2020,Colombo,30
01/05/2020,Colombo,189
01/06/2020,Colombo,294
01/07/2020,Colombo,324
01/08/2020,Colombo,231
01/09/2020,Colombo,192
01/10/2020,Colombo,151
01/11/2020,Colombo,59
01/12/2020,Colombo,92
01/01/2020,Gampaha,1049
01/02/2020,Gampaha,452
01/03/2020,Gampaha,128
01/04/2020,Gampaha,36
01/05/2020,Gampaha,95
01/06/2020,Gampaha,188
01/07/2020,Gampaha,175
01/08/2020,Gampaha,216
01/09/2020,Gampaha,177
01/10/2020,Gampaha,45
01/11/2020,Gampaha,53
01/12/2020,Gampaha,52
01/01/2020,Kalutara,536
01/02/2020,Kalutara,273
01/03/2020,Kalutara,112
01/04/2020,Kalutara,46
01/05/2020,Kalutara,111
01/06/2020,Kalutara,250
01/07/2020,Kalutara,177
01/08/2020,Kalutara,101
01/09/2020,Kalutara,82
01/10/2020,Kalutara,37
01/11/2020,Kalutara,33
01/12/2020,Kalutara,52
01/01/2020,Kandy,674
01/02/2020,Kandy,290
01/03/2020,Kandy,114
01/04/2020,Kandy,36
01/05/2020,Kandy,230
01/06/2020,Kandy,449
01/07/2020,Kandy,595
01/08/2020,Kandy,406
01/09/2020,Kandy,275
01/10/2020,Kandy,205
01/11/2020,Kandy,124
01/12/2020,Kandy,45
01/01/2020,Matale,276
01/02/2020,Matale,110
01/03/2020,Matale,44
01/04/2020,Matale,9
01/05/2020,Matale,23
01/06/2020,Matale,25
01/07/2020,Matale,36
01/08/2020,Matale,19
01/09/2020,Matale,15
01/10/2020,Matale,14
01/11/2020,Matale,14
01/12/2020,Matale,10
01/01/2020,N eliya,77
01/02/2020,N eliya,28
01/03/2020,N eliya,16
01/04/2020,N eliya,1
01/05/2020,N eliya,2
01/06/2020,N eliya,11
01/07/2020,N eliya,14
01/08/2020,N eliya,9
01/09/2020,N eliya,8
01/10/2020,N eliya,1
01/11/2020,N eliya,0
01/12/2020,N eliya,1
01/01/2020,Galle,651
01/02/2020,Galle,249
01/03/2020,Galle,63
01/04/2020,Galle,41
01/05/2020,Galle,233
01/06/2020,Galle,149
01/07/2020,Galle,101
01/08/2020,Galle,60
01/09/2020,Galle,67
01/10/2020,Galle,27
01/11/2020,Galle,17
01/12/2020,Galle,13
01/01/2020,Hambantota,156
01/02/2020,Hambantota,78
01/03/2020,Hambantota,24
01/04/2020,Hambantota,6
01/05/2020,Hambantota,11
01/06/2020,Hambantota,15
01/07/2020,Hambantota,24
01/08/2020,Hambantota,17
01/09/2020,Hambantota,12
01/10/2020,Hambantota,10
01/11/2020,Hambantota,6
01/12/2020,Hambantota,9
01/01/2020,Matara,227
01/02/2020,Matara,120
01/03/2020,Matara,21
01/04/2020,Matara,6
01/05/2020,Matara,21
01/06/2020,Matara,27
01/07/2020,Matara,39
01/08/2020,Matara,17
01/09/2020,Matara,15
01/10/2020,Matara,27
01/11/2020,Matara,17
01/12/2020,Matara,8
01/01/2020,Jaffna,1061
01/02/2020,Jaffna,490
01/03/2020,Jaffna,154
01/04/2020,Jaffna,38
01/05/2020,Jaffna,112
01/06/2020,Jaffna,58
01/07/2020,Jaffna,51
01/08/2020,Jaffna,26
01/09/2020,Jaffna,55
01/10/2020,Jaffna,52
01/11/2020,Jaffna,21
01/12/2020,Jaffna,39
01/01/2020,Killinochchi,64
01/02/2020,Killinochchi,31
01/03/2020,Killinochchi,8
01/04/2020,Killinochchi,1
01/05/2020,Killinochchi,1
01/06/2020,Killinochchi,11
01/07/2020,Killinochchi,6
01/08/2020,Killinochchi,3
01/09/2020,Killinochchi,1
01/10/2020,Killinochchi,3
01/11/2020,Killinochchi,5
01/12/2020,Killinochchi,1
01/01/2020,Mannar,90
01/02/2020,Mannar,25
01/03/2020,Mannar,2
01/04/2020,Mannar,1
01/05/2020,Mannar,1
01/06/2020,Mannar,3
01/07/2020,Mannar,8
01/08/2020,Mannar,3
01/09/2020,Mannar,1
01/10/2020,Mannar,0
01/11/2020,Mannar,0
01/12/2020,Mannar,3
01/01/2020,Vauniya,139
01/02/2020,Vauniya,72
01/03/2020,Vauniya,15
01/04/2020,Vauniya,5
01/05/2020,Vauniya,4
01/06/2020,Vauniya,4
01/07/2020,Vauniya,7
01/08/2020,Vauniya,2
01/09/2020,Vauniya,1
01/10/2020,Vauniya,0
01/11/2020,Vauniya,2
01/12/2020,Vauniya,1
01/01/2020,Mulative,58
01/02/2020,Mulative,15
01/03/2020,Mulative,2
01/04/2020,Mulative,1
01/05/2020,Mulative,1
01/06/2020,Mulative,2
01/07/2020,Mulative,2
01/08/2020,Mulative,3
01/09/2020,Mulative,1
01/10/2020,Mulative,0
01/11/2020,Mulative,1
01/12/2020,Mulative,4
01/01/2020,Battocolo,1088
01/02/2020,Battocolo,650
01/03/2020,Battocolo,222
01/04/2020,Battocolo,86
01/05/2020,Battocolo,84
01/06/2020,Battocolo,69
01/07/2020,Battocolo,78
01/08/2020,Battocolo,40
01/09/2020,Battocolo,48
01/10/2020,Battocolo,236
01/11/2020,Battocolo,276
01/12/2020,Battocolo,840
01/01/2020,Ampara,152
01/02/2020,Ampara,88
01/03/2020,Ampara,39
01/04/2020,Ampara,3
01/05/2020,Ampara,6
01/06/2020,Ampara,10
01/07/2020,Ampara,5
01/08/2020,Ampara,4
01/09/2020,Ampara,3
01/10/2020,Ampara,3
01/11/2020,Ampara,5
01/12/2020,Ampara,0
01/01/2020,Trincomalee,1455
01/02/2020,Trincomalee,569
01/03/2020,Trincomalee,143
01/04/2020,Trincomalee,40
01/05/2020,Trincomalee,33
01/06/2020,Trincomalee,13
01/07/2020,Trincomalee,17
01/08/2020,Trincomalee,5
01/09/2020,Trincomalee,3
01/10/2020,Trincomalee,5
01/11/2020,Trincomalee,5
01/12/2020,Trincomalee,8
01/01/2020,Kurunegala,421
01/02/2020,Kurunegala,174
01/03/2020,Kurunegala,55
01/04/2020,Kurunegala,7
01/05/2020,Kurunegala,18
01/06/2020,Kurunegala,62
01/07/2020,Kurunegala,57
01/08/2020,Kurunegala,69
01/09/2020,Kurunegala,30
01/10/2020,Kurunegala,34
01/11/2020,Kurunegala,11
01/12/2020,Kurunegala,31
01/01/2020,Puttalama,224
01/02/2020,Puttalama,83
01/03/2020,Puttalama,36
01/04/2020,Puttalama,5
01/05/2020,Puttalama,24
01/06/2020,Puttalama,21
01/07/2020,Puttalama,24
01/08/2020,Puttalama,35
01/09/2020,Puttalama,10
01/10/2020,Puttalama,13
01/11/2020,Puttalama,11
01/12/2020,Puttalama,14
01/01/2020,Anuradapura,184
01/02/2020,Anuradapura,95
01/03/2020,Anuradapura,44
01/04/2020,Anuradapura,8
01/05/2020,Anuradapura,9
01/06/2020,Anuradapura,26
01/07/2020,Anuradapura,19
01/08/2020,Anuradapura,9
01/09/2020,Anuradapura,12
01/10/2020,Anuradapura,11
01/11/2020,Anuradapura,6
01/12/2020,Anuradapura,10
01/01/2020,Polonnaruwa,81
01/02/2020,Polonnaruwa,77
01/03/2020,Polonnaruwa,23
01/04/2020,Polonnaruwa,2
01/05/2020,Polonnaruwa,7
01/06/2020,Polonnaruwa,20
01/07/2020,Polonnaruwa,10
01/08/2020,Polonnaruwa,4
01/09/2020,Polonnaruwa,7
01/10/2020,Polonnaruwa,12
01/11/2020,Polonnaruwa,3
01/12/2020,Polonnaruwa,5
01/01/2020,Badulla,230
01/02/2020,Badulla,91
01/03/2020,Badulla,33
01/04/2020,Badulla,9
01/05/2020,Badulla,15
01/06/2020,Badulla,30
01/07/2020,Badulla,23
01/08/2020,Badulla,21
01/09/2020,Badulla,14
01/10/2020,Badulla,12
01/11/2020,Badulla,17
01/12/2020,Badulla,30
01/01/2020,Monaragala,0
01/02/2020,Monaragala,0
01/03/2020,Monaragala,0
01/04/2020,Monaragala,0
01/05/2020,Monaragala,0
01/06/2020,Monaragala,0
01/07/2020,Monaragala,0
01/08/2020,Monaragala,0
01/09/2020,Monaragala,0
01/10/2020,Monaragala,0
01/11/2020,Monaragala,0
01/12/2020,Monaragala,0
01/01/2020,Rathnapura,296
01/02/2020,Rathnapura,206
01/03/2020,Rathnapura,69
01/04/2020,Rathnapura,47
01/05/2020,Rathnapura,223
01/06/2020,Rathnapura,398
01/07/2020,Rathnapura,381
01/08/2020,Rathnapura,174
01/09/2020,Rathnapura,90
01/10/2020,Rathnapura,65
01/11/2020,Rathnapura,47
01/12/2020,Rathnapura,18
01/01/2020,Kegalla,196
01/02/2020,Kegalla,107
01/03/2020,Kegalla,42
01/04/2020,Kegalla,17
01/05/2020,Kegalla,84
01/06/2020,Kegalla,100
01/07/2020,Kegalla,102
01/08/2020,Kegalla,64
01/09/2020,Kegalla,55
01/10/2020,Kegalla,37
01/11/2020,Kegalla,39
01/12/2020,Kegalla,22
01/01/2020,Kalminai,530
01/02/2020,Kalminai,228
01/03/2020,Kalminai,39
01/04/2020,Kalminai,30
01/05/2020,Kalminai,11
01/06/2020,Kalminai,17
01/07/2020,Kalminai,13
01/08/2020,Kalminai,21
01/09/2020,Kalminai,40
01/10/2020,Kalminai,30
01/11/2020,Kalminai,9
01/12/2020,Kalminai,12
